shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
2,1,cheque_№-6837314745,2025-04-15 08:43:53,Полироль для мебели,Бытовая химия,9,4397,5
2,1,cheque_№-5607570740,2025-06-08 02:59:47,Салфетка из микрофибры,Кухонные принадлежности,10,4150,10
2,1,cheque_№-5674653074,2025-05-21 10:54:42,Средство для дезинфекции,Инструмент,5,1282,5
2,1,cheque_№-2859308875,2025-05-01 04:18:20,Щётка для чистки,Кухонные принадлежности,10,2305,15
2,1,cheque_№-6285419136,2025-05-16 10:57:51,Набор губок для мытья посуды,Инструмент,3,2120,5
2,1,cheque_№-4582122332,2025-02-10 00:06:20,Щётка для чистки,Инструмент,8,1084,0
2,1,cheque_№-9110063725,2025-03-18 06:29:28,Средство для ухода за стеклом,Бытовая химия,9,3666,15
2,1,cheque_№-4563220675,2025-01-09 11:38:27,Набор кухоных ножей,Кухонные принадлежности,7,2315,20
2,1,cheque_№-3984160208,2025-05-13 02:49:10,Средство для ухода за полами,Бытовая химия,1,1471,20
2,1,cheque_№-1322649596,2025-06-04 13:56:56,Средство для удаления пятен,Инструмент,2,2405,0
2,1,cheque_№-3003900995,2025-01-29 08:11:11,Щётка для чистки,Бытовая химия,3,3840,10
2,1,cheque_№-5677440466,2025-02-03 08:22:16,Набор кухоных ножей,Инструмент,3,2115,20
2,1,cheque_№-3981613554,2025-05-31 02:31:05,Набор губок для мытья посуды,Инструмент,1,1560,20
2,1,cheque_№-7646602344,2025-05-04 00:49:55,Шуруповерт,Бытовая химия,7,4579,5
2,1,cheque_№-3733033419,2025-02-09 08:45:52,Набор посуды для кухни,Инструмент,4,1027,10
2,1,cheque_№-7134497154,2025-05-10 10:48:50,Средство для ухода за полами,Бытовая химия,10,4716,15
2,1,cheque_№-0493018906,2025-03-19 15:31:51,Средство для очистки канализационных труб,Инструмент,2,4056,15
2,1,cheque_№-9951178852,2025-03-27 16:30:13,Средство для ухода за стеклом,Кухонные принадлежности,3,258,20
2,1,cheque_№-4809348556,2025-03-31 10:58:57,Средство для ухода за стеклом,Бытовая химия,10,899,5
2,1,cheque_№-2592047916,2025-06-08 16:34:46,Набор губок для мытья посуды,Бытовая химия,1,3855,20
2,1,cheque_№-5279976862,2025-03-06 15:24:15,Набор посуды для кухни,Бытовая химия,4,2637,0
2,1,cheque_№-5681661173,2025-02-05 11:05:49,Средство для ухода за стеклом,Инструмент,1,2532,5
2,1,cheque_№-6182739713,2025-03-19 23:25:18,Средство для ухода за стеклом,Кухонные принадлежности,9,2638,5
2,1,cheque_№-5511477024,2025-02-04 10:48:39,Салфетка из микрофибры,Кухонные принадлежности,5,3510,15
2,1,cheque_№-2234971435,2025-05-25 11:29:25,Экологичный стиральный порошок,Бытовая химия,1,1759,5
2,1,cheque_№-1931005129,2025-02-02 07:23:48,Щётка для чистки,Кухонные принадлежности,4,2725,20
2,1,cheque_№-4432254376,2025-03-13 16:51:41,Набор посуды для кухни,Кухонные принадлежности,9,2537,10
2,1,cheque_№-8679317777,2025-03-07 00:42:29,Набор кухоных ножей,Бытовая химия,4,110,20
2,1,cheque_№-3886931660,2025-02-05 00:35:20,Набор кухоных ножей,Кухонные принадлежности,1,3687,5
2,1,cheque_№-7275024885,2025-04-28 01:55:02,Салфетка из микрофибры,Кухонные принадлежности,5,1096,10
2,1,cheque_№-4203024331,2025-01-17 08:57:08,Щётка для чистки,Бытовая химия,4,4905,0
2,1,cheque_№-1612451791,2025-01-19 14:13:40,Набор посуды для кухни,Бытовая химия,2,2744,0
