shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
7,2,cheque_№-4550632092,2025-04-17 07:29:25,Набор посуды для кухни,Инструмент,3,4681,20
7,2,cheque_№-8368179903,2025-03-25 04:44:51,Средство для ухода за полами,Бытовая химия,1,3205,10
7,2,cheque_№-9772183605,2025-03-11 02:42:59,Набор инструментов для мелкого ремонта,Инструмент,10,2813,20
7,2,cheque_№-6999157127,2025-01-07 13:26:50,Экологичный стиральный порошок,Инструмент,3,3680,10
7,2,cheque_№-0151165668,2025-03-05 13:34:24,Средство для ухода за стеклом,Бытовая химия,5,2946,15
7,2,cheque_№-1159856674,2025-01-11 18:47:51,Ароматизатор воздуха,Инструмент,6,3953,5
7,2,cheque_№-5722656959,2025-04-27 07:48:27,Набор губок для мытья посуды,Кухонные принадлежности,5,2718,15
7,2,cheque_№-0590202125,2025-02-05 15:26:33,Набор кухоных ножей,Кухонные принадлежности,6,2031,0
7,2,cheque_№-0952291319,2025-02-07 23:46:18,Набор отверток,Инструмент,1,3991,0
7,2,cheque_№-2445395429,2025-03-24 02:50:31,Шуруповерт,Инструмент,6,4304,10
7,2,cheque_№-6330227383,2025-04-01 19:09:19,Шуруповерт,Кухонные принадлежности,6,2069,5
7,2,cheque_№-9102495448,2025-05-25 21:36:10,Набор инструментов для мелкого ремонта,Бытовая химия,9,3545,20
7,2,cheque_№-5314760412,2025-06-17 20:18:18,Средство для дезинфекции,Бытовая химия,10,686,10
7,2,cheque_№-0895074064,2025-05-29 13:51:16,Щётка для чистки,Бытовая химия,1,1118,0
7,2,cheque_№-3991342792,2025-01-06 10:52:57,Набор инструментов для мелкого ремонта,Бытовая химия,3,1160,10
7,2,cheque_№-6958929756,2025-02-23 13:05:49,Ароматизатор воздуха,Инструмент,10,2022,15
7,2,cheque_№-7739555348,2025-02-14 08:47:43,Средство для очистки канализационных труб,Бытовая химия,5,4836,20
7,2,cheque_№-6737150294,2025-05-30 05:07:02,Щётка для чистки,Инструмент,7,4197,5
7,2,cheque_№-9400769812,2025-05-14 06:11:56,Ароматизатор воздуха,Инструмент,2,404,0
7,2,cheque_№-8139252338,2025-04-21 01:56:20,Набор кухоных ножей,Кухонные принадлежности,8,581,0
7,2,cheque_№-3226026938,2025-04-06 13:55:47,Ароматизатор воздуха,Кухонные принадлежности,2,2780,20
7,2,cheque_№-9444222048,2025-05-14 04:35:48,Салфетка из микрофибры,Инструмент,8,3264,5
7,2,cheque_№-9071966261,2025-05-10 15:15:48,Шуруповерт,Бытовая химия,10,376,0
7,2,cheque_№-5723153638,2025-04-18 05:32:43,Ароматизатор воздуха,Инструмент,8,3732,15
7,2,cheque_№-7263551270,2025-05-23 15:35:31,Набор кухоных ножей,Бытовая химия,9,1438,0
7,2,cheque_№-1638648855,2025-04-11 21:01:21,Ароматизатор воздуха,Бытовая химия,10,430,5
7,2,cheque_№-3470171758,2025-05-09 13:20:21,Средство для дезинфекции,Бытовая химия,1,694,15
7,2,cheque_№-8128314430,2025-01-05 02:51:23,Ароматизатор воздуха,Бытовая химия,1,4046,5
7,2,cheque_№-6825225398,2025-04-16 23:55:29,Набор губок для мытья посуды,Инструмент,10,1044,0
7,2,cheque_№-2773074523,2025-04-07 00:59:45,Набор губок для мытья посуды,Кухонные принадлежности,3,3682,5
7,2,cheque_№-1496492915,2025-04-30 21:36:31,Полироль для мебели,Кухонные принадлежности,6,173,20
