shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
9,2,cheque_№-5013165934,2025-06-16 17:48:54,Набор посуды для кухни,Бытовая химия,5,2439,10
9,2,cheque_№-2796196115,2025-02-14 19:30:10,Средство для ухода за стеклом,Кухонные принадлежности,10,751,15
9,2,cheque_№-6734684981,2025-05-28 06:44:49,Ароматизатор воздуха,Бытовая химия,5,4650,10
9,2,cheque_№-3768419242,2025-04-29 13:16:17,Набор отверток,Кухонные принадлежности,1,4446,10
9,2,cheque_№-1027485815,2025-04-05 11:08:27,Средство для очистки канализационных труб,Бытовая химия,3,4678,20
9,2,cheque_№-5574725663,2025-01-12 02:49:53,Средство для очистки канализационных труб,Кухонные принадлежности,10,1877,10
9,2,cheque_№-0111467019,2025-03-17 02:58:35,Набор кухоных ножей,Бытовая химия,5,1979,20
9,2,cheque_№-9717057524,2025-02-01 09:06:01,Средство для дезинфекции,Кухонные принадлежности,3,1106,5
9,2,cheque_№-5231590969,2025-05-18 13:42:12,Набор отверток,Кухонные принадлежности,2,3667,20
9,2,cheque_№-8704224454,2025-04-04 20:50:09,Ароматизатор воздуха,Кухонные принадлежности,3,4737,5
9,2,cheque_№-2719607093,2025-05-17 20:31:26,Набор губок для мытья посуды,Инструмент,3,4823,10
9,2,cheque_№-7195250851,2025-03-23 12:57:09,Набор кухоных ножей,Бытовая химия,3,4906,15
9,2,cheque_№-6703133861,2025-04-15 13:49:54,Средство для очистки канализационных труб,Кухонные принадлежности,1,1737,15
9,2,cheque_№-7652837991,2025-02-19 23:06:34,Набор инструментов для мелкого ремонта,Бытовая химия,2,1712,15
9,2,cheque_№-9558955635,2025-05-03 20:00:39,Ароматизатор воздуха,Бытовая химия,2,2923,10
9,2,cheque_№-1394327625,2025-04-04 05:40:41,Экологичный стиральный порошок,Бытовая химия,1,587,5
9,2,cheque_№-1378414873,2025-05-02 11:57:50,Средство для ухода за стеклом,Инструмент,2,4115,10
9,2,cheque_№-6275771900,2025-03-07 06:33:45,Экологичный стиральный порошок,Бытовая химия,10,203,0
9,2,cheque_№-6359268012,2025-06-05 16:08:57,Набор посуды для кухни,Бытовая химия,8,3758,15
9,2,cheque_№-5233892807,2025-02-16 17:32:29,Полироль для мебели,Кухонные принадлежности,5,3590,15
9,2,cheque_№-5158875188,2025-02-27 20:48:31,Шуруповерт,Кухонные принадлежности,10,1872,10
9,2,cheque_№-6633295894,2025-04-02 11:49:29,Щётка для чистки,Бытовая химия,7,965,20
9,2,cheque_№-4618884094,2025-02-10 17:18:03,Средство для дезинфекции,Инструмент,1,2007,5
9,2,cheque_№-8934444780,2025-04-01 03:50:19,Набор кухоных ножей,Бытовая химия,3,306,5
9,2,cheque_№-2226477451,2025-04-22 06:03:40,Полироль для мебели,Инструмент,1,3842,10
9,2,cheque_№-3953075431,2025-01-13 08:48:08,Набор посуды для кухни,Инструмент,9,2421,20
9,2,cheque_№-8848236031,2025-05-30 08:24:29,Средство для удаления пятен,Бытовая химия,8,2409,5
9,2,cheque_№-8548909761,2025-04-09 04:39:12,Средство для ухода за стеклом,Бытовая химия,9,4367,20
9,2,cheque_№-4232469342,2025-04-05 09:54:45,Набор инструментов для мелкого ремонта,Кухонные принадлежности,4,3650,5
9,2,cheque_№-5212590818,2025-04-12 00:18:00,Щётка для чистки,Бытовая химия,1,4662,15
9,2,cheque_№-5324373892,2025-06-17 13:04:29,Набор инструментов для мелкого ремонта,Инструмент,8,2631,15
9,2,cheque_№-1308417535,2025-02-09 16:10:21,Набор посуды для кухни,Бытовая химия,8,2977,0
9,2,cheque_№-2171030927,2025-04-02 14:43:42,Набор отверток,Бытовая химия,6,984,20
9,2,cheque_№-1350825574,2025-03-03 12:57:15,Полироль для мебели,Инструмент,1,1676,10
9,2,cheque_№-0818088701,2025-01-19 05:51:18,Шуруповерт,Бытовая химия,9,3508,5
