shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
6,2,cheque_№-4849629480,2025-04-19 22:20:43,Набор кухоных ножей,Бытовая химия,8,4552,20
6,2,cheque_№-4603786456,2025-02-01 13:57:27,Набор кухоных ножей,Инструмент,5,4731,20
6,2,cheque_№-5345078111,2025-05-06 11:56:33,Средство для очистки канализационных труб,Инструмент,3,4420,15
6,2,cheque_№-2013105032,2025-03-13 04:40:21,Салфетка из микрофибры,Бытовая химия,9,681,5
6,2,cheque_№-8137578886,2025-04-11 02:35:45,Набор посуды для кухни,Кухонные принадлежности,8,329,0
6,2,cheque_№-6927764212,2025-05-27 20:44:12,Средство для очистки канализационных труб,Бытовая химия,8,3444,15
6,2,cheque_№-5440461750,2025-03-22 02:22:38,Полироль для мебели,Бытовая химия,5,4494,10
6,2,cheque_№-0308740699,2025-01-13 16:20:53,Набор инструментов для мелкого ремонта,Инструмент,6,2174,15
6,2,cheque_№-1083963771,2025-03-25 20:33:17,Набор посуды для кухни,Бытовая химия,5,2345,20
6,2,cheque_№-4685464498,2025-04-08 10:27:00,Шуруповерт,Бытовая химия,4,1926,15
6,2,cheque_№-1793247213,2025-02-27 21:34:17,Средство для дезинфекции,Инструмент,8,2293,15
6,2,cheque_№-0890880267,2025-05-12 14:50:15,Набор инструментов для мелкого ремонта,Кухонные принадлежности,5,171,0
6,2,cheque_№-9958856288,2025-05-01 17:47:55,Средство для очистки канализационных труб,Инструмент,3,1561,10
6,2,cheque_№-5119169549,2025-06-07 22:42:11,Набор отверток,Инструмент,4,4247,15
6,2,cheque_№-2335076710,2025-01-14 12:52:17,Набор посуды для кухни,Бытовая химия,5,2538,10
6,2,cheque_№-6689041821,2025-03-11 16:47:23,Средство для дезинфекции,Инструмент,4,4306,10
6,2,cheque_№-5668368300,2025-03-24 12:49:55,Средство для ухода за стеклом,Кухонные принадлежности,6,1319,0
6,2,cheque_№-6283801161,2025-02-27 22:44:40,Средство для дезинфекции,Кухонные принадлежности,10,520,10
6,2,cheque_№-8703937619,2025-02-10 18:15:38,Средство для дезинфекции,Кухонные принадлежности,10,4215,0
6,2,cheque_№-2156997835,2025-05-22 19:31:52,Средство для удаления пятен,Кухонные принадлежности,2,2995,15
6,2,cheque_№-6961185774,2025-03-16 07:43:06,Средство для ухода за стеклом,Бытовая химия,10,2566,20
6,2,cheque_№-7737909555,2025-02-21 15:08:55,Средство для ухода за полами,Кухонные принадлежности,10,2580,20
6,2,cheque_№-4718606441,2025-03-08 20:38:11,Шуруповерт,Инструмент,1,1269,15
6,2,cheque_№-0851525561,2025-01-18 18:59:25,Экологичный стиральный порошок,Бытовая химия,10,483,20
6,2,cheque_№-7607458586,2025-03-17 20:51:42,Средство для ухода за полами,Кухонные принадлежности,1,4371,20
6,2,cheque_№-2225928044,2025-02-07 04:57:23,Набор кухоных ножей,Инструмент,1,4532,10
6,2,cheque_№-0586613474,2025-05-11 17:38:21,Ароматизатор воздуха,Бытовая химия,6,4076,10
