shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
2,3,cheque_№-9096307538,2025-01-24 12:53:59,Набор губок для мытья посуды,Кухонные принадлежности,9,2220,0
2,3,cheque_№-6204641407,2025-04-09 04:21:24,Средство для ухода за стеклом,Бытовая химия,6,1549,15
2,3,cheque_№-8922762579,2025-06-12 21:49:06,Салфетка из микрофибры,Инструмент,10,4978,15
2,3,cheque_№-6013678054,2025-02-01 23:49:51,Экологичный стиральный порошок,Кухонные принадлежности,3,527,20
2,3,cheque_№-8397391887,2025-02-09 20:20:18,Средство для удаления пятен,Бытовая химия,10,2600,10
2,3,cheque_№-5743087484,2025-02-17 15:02:13,Щётка для чистки,Инструмент,5,2624,0
2,3,cheque_№-4699224527,2025-05-17 15:57:23,Средство для ухода за полами,Инструмент,5,4568,5
2,3,cheque_№-2494335000,2025-04-22 23:34:01,Щётка для чистки,Кухонные принадлежности,9,3365,10
2,3,cheque_№-0076851335,2025-05-03 11:23:48,Набор губок для мытья посуды,Бытовая химия,10,2895,15
2,3,cheque_№-0799639275,2025-01-06 03:24:24,Набор посуды для кухни,Инструмент,9,2067,20
2,3,cheque_№-7072681955,2025-04-14 07:55:21,Набор инструментов для мелкого ремонта,Кухонные принадлежности,7,357,5
2,3,cheque_№-5851986020,2025-05-18 16:39:42,Средство для ухода за стеклом,Инструмент,6,677,5
2,3,cheque_№-0279757829,2025-05-27 11:29:21,Средство для очистки канализационных труб,Бытовая химия,5,2689,15
2,3,cheque_№-9231339030,2025-01-06 12:58:00,Полироль для мебели,Кухонные принадлежности,5,2200,0
2,3,cheque_№-7253425073,2025-06-11 23:25:18,Ароматизатор воздуха,Бытовая химия,9,3092,5
2,3,cheque_№-7826523489,2025-01-23 13:05:38,Средство для удаления пятен,Бытовая химия,2,4613,15
2,3,cheque_№-6212569698,2025-04-29 02:28:35,Средство для ухода за полами,Бытовая химия,7,831,5
2,3,cheque_№-8857807951,2025-03-04 20:31:50,Средство для ухода за стеклом,Бытовая химия,2,3487,15
2,3,cheque_№-1898530797,2025-06-14 02:47:46,Средство для удаления пятен,Бытовая химия,5,4878,15
2,3,cheque_№-1435706130,2025-02-25 02:12:49,Набор кухоных ножей,Инструмент,2,1525,10
2,3,cheque_№-6756260483,2025-01-06 12:30:05,Шуруповерт,Бытовая химия,7,4759,5
2,3,cheque_№-5596430633,2025-06-16 08:27:31,Полироль для мебели,Бытовая химия,3,967,20
2,3,cheque_№-6539626143,2025-05-07 11:30:25,Щётка для чистки,Бытовая химия,5,193,10
2,3,cheque_№-9166174732,2025-02-05 07:45:09,Набор посуды для кухни,Кухонные принадлежности,9,1218,10
2,3,cheque_№-1708135503,2025-01-23 04:49:12,Ароматизатор воздуха,Бытовая химия,6,4166,5
2,3,cheque_№-4011888781,2025-05-01 09:51:49,Шуруповерт,Кухонные принадлежности,5,1159,5
2,3,cheque_№-1811662761,2025-04-02 05:31:23,Набор инструментов для мелкого ремонта,Кухонные принадлежности,7,4023,0
2,3,cheque_№-1701427845,2025-04-28 07:18:15,Набор кухоных ножей,Инструмент,2,4586,0
2,3,cheque_№-2713843117,2025-06-12 02:13:42,Набор кухоных ножей,Инструмент,8,2233,15
2,3,cheque_№-7323508761,2025-06-09 07:51:56,Шуруповерт,Инструмент,3,3803,5
2,3,cheque_№-1102342479,2025-03-12 06:00:06,Ароматизатор воздуха,Инструмент,3,4760,0
2,3,cheque_№-2103750198,2025-04-22 23:07:01,Средство для ухода за стеклом,Кухонные принадлежности,5,302,0
