shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
1,3,cheque_№-2566362535,2025-04-15 08:15:18,Набор кухоных ножей,Кухонные принадлежности,1,4109,10
1,3,cheque_№-3945249599,2025-05-15 04:31:59,Шуруповерт,Кухонные принадлежности,7,2374,0
1,3,cheque_№-7282091163,2025-01-24 03:36:05,Салфетка из микрофибры,Бытовая химия,2,2566,15
1,3,cheque_№-1513357346,2025-06-18 13:13:01,Средство для ухода за полами,Инструмент,2,158,10
1,3,cheque_№-8370795724,2025-04-16 22:58:35,Набор отверток,Бытовая химия,10,4790,0
1,3,cheque_№-8561241105,2025-05-11 02:52:15,Ароматизатор воздуха,Бытовая химия,2,1270,0
1,3,cheque_№-3077557843,2025-04-22 14:07:38,Набор губок для мытья посуды,Инструмент,7,4443,5
1,3,cheque_№-7889980322,2025-05-30 13:28:10,Набор губок для мытья посуды,Кухонные принадлежности,1,546,20
1,3,cheque_№-2313363660,2025-05-06 22:23:24,Полироль для мебели,Бытовая химия,9,302,15
1,3,cheque_№-2873295409,2025-05-06 05:22:38,Набор инструментов для мелкого ремонта,Бытовая химия,1,2382,0
1,3,cheque_№-6004426319,2025-01-29 06:31:25,Шуруповерт,Кухонные принадлежности,3,4828,0
1,3,cheque_№-4121282807,2025-01-29 21:41:23,Средство для дезинфекции,Инструмент,3,4993,10
1,3,cheque_№-3790004208,2025-01-16 01:58:51,Средство для ухода за стеклом,Бытовая химия,9,1610,15
1,3,cheque_№-2242283871,2025-03-20 05:48:17,Средство для ухода за стеклом,Кухонные принадлежности,2,4525,10
1,3,cheque_№-2284196885,2025-05-10 22:34:00,Средство для ухода за полами,Бытовая химия,8,1957,15
1,3,cheque_№-2047119269,2025-03-20 17:46:40,Средство для ухода за стеклом,Кухонные принадлежности,9,205,15
1,3,cheque_№-7478686524,2025-06-07 01:21:47,Набор кухоных ножей,Бытовая химия,9,4021,15
1,3,cheque_№-1630004049,2025-04-04 01:50:40,Полироль для мебели,Инструмент,1,750,0
1,3,cheque_№-3004939341,2025-02-10 04:24:59,Средство для ухода за полами,Кухонные принадлежности,6,3545,10
1,3,cheque_№-5016293830,2025-06-15 15:54:55,Полироль для мебели,Бытовая химия,1,3233,20
1,3,cheque_№-9711772477,2025-03-24 04:17:22,Экологичный стиральный порошок,Кухонные принадлежности,8,1290,5
1,3,cheque_№-6573229840,2025-02-25 13:08:14,Экологичный стиральный порошок,Кухонные принадлежности,3,4985,5
1,3,cheque_№-7158603500,2025-03-02 09:00:09,Шуруповерт,Кухонные принадлежности,1,1634,5
1,3,cheque_№-0513407929,2025-01-19 14:18:37,Салфетка из микрофибры,Бытовая химия,6,3723,10
1,3,cheque_№-7324924989,2025-02-24 12:10:16,Экологичный стиральный порошок,Бытовая химия,5,2934,5
1,3,cheque_№-1082703563,2025-06-03 15:30:03,Экологичный стиральный порошок,Бытовая химия,9,206,20
1,3,cheque_№-6015567027,2025-05-10 19:35:19,Набор инструментов для мелкого ремонта,Бытовая химия,5,1698,5
1,3,cheque_№-5083687495,2025-01-21 17:42:53,Полироль для мебели,Бытовая химия,3,3423,5
1,3,cheque_№-8253670501,2025-05-27 08:14:20,Средство для удаления пятен,Кухонные принадлежности,3,3741,5
1,3,cheque_№-2780185584,2025-02-12 03:35:05,Набор кухоных ножей,Бытовая химия,8,1068,20
1,3,cheque_№-7203658533,2025-05-21 03:44:18,Набор кухоных ножей,Кухонные принадлежности,6,3567,20
1,3,cheque_№-1577658733,2025-01-04 22:29:04,Средство для ухода за стеклом,Кухонные принадлежности,7,974,5
