shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
7,1,cheque_№-1800166766,2025-06-08 03:44:48,Средство для ухода за полами,Инструмент,7,242,20
7,1,cheque_№-7303231447,2025-06-02 05:07:41,Щётка для чистки,Кухонные принадлежности,3,3164,10
7,1,cheque_№-7197111587,2025-06-09 22:30:27,Полироль для мебели,Кухонные принадлежности,5,1125,0
7,1,cheque_№-1019539399,2025-05-12 17:13:57,Средство для очистки канализационных труб,Бытовая химия,9,448,10
7,1,cheque_№-7714866561,2025-06-01 01:20:27,Набор отверток,Кухонные принадлежности,6,3948,15
7,1,cheque_№-4516755203,2025-06-08 21:57:02,Полироль для мебели,Бытовая химия,10,3628,5
7,1,cheque_№-6191333639,2025-06-19 08:09:14,Средство для дезинфекции,Бытовая химия,10,4319,0
7,1,cheque_№-0659827629,2025-03-04 01:42:15,Средство для ухода за полами,Кухонные принадлежности,5,4127,15
7,1,cheque_№-8426114745,2025-01-31 15:30:28,Набор отверток,Инструмент,5,3092,0
7,1,cheque_№-4486815032,2025-02-11 22:36:13,Средство для ухода за стеклом,Инструмент,2,2206,10
7,1,cheque_№-7650327799,2025-05-18 14:04:59,Щётка для чистки,Инструмент,5,1521,5
7,1,cheque_№-2863771644,2025-01-26 00:26:54,Экологичный стиральный порошок,Кухонные принадлежности,10,4546,15
7,1,cheque_№-7335324181,2025-05-02 03:09:43,Набор губок для мытья посуды,Кухонные принадлежности,9,3533,15
7,1,cheque_№-6036890515,2025-05-12 22:28:48,Салфетка из микрофибры,Бытовая химия,8,1681,5
7,1,cheque_№-3591271065,2025-02-02 15:41:34,Средство для ухода за стеклом,Кухонные принадлежности,1,1529,15
7,1,cheque_№-5495711812,2025-02-09 00:31:22,Экологичный стиральный порошок,Инструмент,3,4804,15
7,1,cheque_№-6448776742,2025-06-17 10:24:54,Набор инструментов для мелкого ремонта,Инструмент,9,2018,0
7,1,cheque_№-8194504160,2025-06-18 13:53:20,Ароматизатор воздуха,Бытовая химия,4,1643,0
7,1,cheque_№-9772170662,2025-06-01 04:11:54,Экологичный стиральный порошок,Бытовая химия,3,4002,0
7,1,cheque_№-0650622320,2025-05-18 08:13:50,Набор посуды для кухни,Инструмент,1,545,15
7,1,cheque_№-6445196110,2025-01-01 06:58:07,Шуруповерт,Кухонные принадлежности,9,101,5
7,1,cheque_№-9493458069,2025-02-17 09:30:49,Салфетка из микрофибры,Кухонные принадлежности,7,4807,5
7,1,cheque_№-4235150113,2025-04-09 01:53:18,Набор отверток,Кухонные принадлежности,5,2669,20
7,1,cheque_№-1561937863,2025-01-06 13:48:53,Средство для дезинфекции,Кухонные принадлежности,9,3972,0
7,1,cheque_№-7133169932,2025-01-12 08:05:29,Средство для ухода за стеклом,Бытовая химия,10,693,15
7,1,cheque_№-6418372319,2025-02-24 01:24:34,Средство для ухода за стеклом,Кухонные принадлежности,2,4418,10
7,1,cheque_№-2169047529,2025-06-04 05:18:48,Средство для очистки канализационных труб,Инструмент,5,2777,5
7,1,cheque_№-1095353722,2025-02-21 01:03:18,Экологичный стиральный порошок,Инструмент,9,4682,5
7,1,cheque_№-3334587553,2025-06-01 06:04:57,Набор отверток,Кухонные принадлежности,4,4564,20
7,1,cheque_№-4232833016,2025-03-04 07:15:50,Средство для очистки канализационных труб,Инструмент,8,1263,15
7,1,cheque_№-9585739813,2025-02-27 20:44:40,Средство для очистки канализационных труб,Бытовая химия,3,858,0
7,1,cheque_№-3090896893,2025-06-03 14:28:43,Набор кухоных ножей,Кухонные принадлежности,3,2959,15
7,1,cheque_№-4150366424,2025-01-09 08:24:39,Средство для ухода за стеклом,Инструмент,7,2390,10
7,1,cheque_№-3584716891,2025-04-15 15:42:58,Шуруповерт,Инструмент,2,196,5
7,1,cheque_№-4744675507,2025-05-13 17:41:48,Ароматизатор воздуха,Инструмент,1,1471,10
7,1,cheque_№-8891569359,2025-06-12 22:27:52,Набор инструментов для мелкого ремонта,Инструмент,1,376,5
