shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
4,3,cheque_№-0828513702,2025-01-24 12:34:38,Набор отверток,Кухонные принадлежности,1,4899,5
4,3,cheque_№-2105412158,2025-01-08 03:14:13,Ароматизатор воздуха,Инструмент,6,2978,0
4,3,cheque_№-2801852438,2025-03-17 03:13:39,Ароматизатор воздуха,Бытовая химия,4,2186,0
4,3,cheque_№-5067287118,2025-01-18 19:22:38,Набор кухоных ножей,Кухонные принадлежности,9,1621,20
4,3,cheque_№-3657187465,2025-06-01 06:07:48,Набор инструментов для мелкого ремонта,Кухонные принадлежности,3,788,5
4,3,cheque_№-2859320382,2025-06-14 18:27:08,Набор кухоных ножей,Кухонные принадлежности,1,3175,20
4,3,cheque_№-2246618188,2025-05-17 07:35:13,Набор посуды для кухни,Кухонные принадлежности,5,564,20
4,3,cheque_№-5145704063,2025-06-16 21:22:49,Набор инструментов для мелкого ремонта,Кухонные принадлежности,1,1765,20
4,3,cheque_№-1409162234,2025-01-25 08:43:52,Набор отверток,Бытовая химия,4,1658,15
4,3,cheque_№-0154255668,2025-06-01 19:05:43,Ароматизатор воздуха,Кухонные принадлежности,1,4988,5
4,3,cheque_№-4063059120,2025-06-16 01:13:31,Средство для удаления пятен,Бытовая химия,8,2725,20
4,3,cheque_№-9131104170,2025-04-23 02:12:54,Экологичный стиральный порошок,Инструмент,8,4224,5
4,3,cheque_№-8313296953,2025-05-05 10:08:45,Набор посуды для кухни,Бытовая химия,9,1637,0
4,3,cheque_№-3631134574,2025-01-18 16:27:43,Шуруповерт,Бытовая химия,5,439,0
4,3,cheque_№-7123887371,2025-06-04 06:51:46,Набор губок для мытья посуды,Кухонные принадлежности,1,4834,20
4,3,cheque_№-9793522377,2025-01-30 01:32:53,Средство для очистки канализационных труб,Бытовая химия,9,4877,20
4,3,cheque_№-9164033072,2025-01-01 11:08:41,Средство для очистки канализационных труб,Бытовая химия,8,1241,10
4,3,cheque_№-9681921098,2025-01-28 07:35:19,Набор губок для мытья посуды,Инструмент,10,4126,5
4,3,cheque_№-9272199857,2025-01-27 11:54:12,Средство для очистки канализационных труб,Бытовая химия,1,2399,10
4,3,cheque_№-9531360998,2025-06-13 18:25:37,Средство для удаления пятен,Инструмент,6,761,10
4,3,cheque_№-4662055042,2025-05-07 14:47:38,Набор инструментов для мелкого ремонта,Инструмент,8,1568,10
4,3,cheque_№-9622084586,2025-06-18 11:50:15,Салфетка из микрофибры,Кухонные принадлежности,3,2986,20
4,3,cheque_№-2908029129,2025-01-05 04:10:07,Набор отверток,Инструмент,5,563,20
4,3,cheque_№-1148914934,2025-03-16 20:00:48,Экологичный стиральный порошок,Кухонные принадлежности,8,4403,15
4,3,cheque_№-6041394969,2025-01-17 23:11:59,Полироль для мебели,Кухонные принадлежности,7,1960,10
4,3,cheque_№-7721147164,2025-03-16 22:40:16,Шуруповерт,Кухонные принадлежности,6,1782,0
4,3,cheque_№-4546212567,2025-05-27 23:14:02,Средство для ухода за стеклом,Кухонные принадлежности,7,3432,15
4,3,cheque_№-0803034640,2025-01-14 16:50:36,Щётка для чистки,Инструмент,9,1295,0
4,3,cheque_№-7158722172,2025-03-23 07:35:33,Набор кухоных ножей,Кухонные принадлежности,8,3191,10
4,3,cheque_№-6428402814,2025-05-30 09:57:37,Салфетка из микрофибры,Инструмент,9,4711,0
4,3,cheque_№-2392459998,2025-03-05 19:58:59,Средство для очистки канализационных труб,Кухонные принадлежности,5,4044,20
