shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
1,1,cheque_№-2297381725,2025-05-13 23:04:05,Шуруповерт,Инструмент,10,2621,5
1,1,cheque_№-0620450765,2025-04-19 20:48:49,Средство для ухода за стеклом,Бытовая химия,3,1278,5
1,1,cheque_№-3351659802,2025-04-06 12:31:00,Набор кухоных ножей,Инструмент,8,1783,10
1,1,cheque_№-7553583944,2025-02-08 00:14:41,Салфетка из микрофибры,Кухонные принадлежности,2,1907,0
1,1,cheque_№-7184788097,2025-04-28 20:56:41,Средство для дезинфекции,Инструмент,8,4846,0
1,1,cheque_№-7522316491,2025-05-30 02:30:43,Полироль для мебели,Бытовая химия,8,3167,0
1,1,cheque_№-9104533478,2025-05-11 07:42:15,Набор посуды для кухни,Кухонные принадлежности,8,1195,15
1,1,cheque_№-7082105199,2025-01-25 17:45:38,Средство для очистки канализационных труб,Инструмент,9,3722,15
1,1,cheque_№-7922029263,2025-01-19 03:28:08,Набор кухоных ножей,Бытовая химия,3,613,20
1,1,cheque_№-3557110345,2025-01-01 20:56:09,Средство для удаления пятен,Бытовая химия,7,3705,20
1,1,cheque_№-0380152940,2025-05-17 04:26:20,Полироль для мебели,Кухонные принадлежности,1,3955,5
1,1,cheque_№-3723681335,2025-01-26 10:39:00,Полироль для мебели,Бытовая химия,10,620,5
1,1,cheque_№-2668796629,2025-04-19 17:35:11,Набор губок для мытья посуды,Кухонные принадлежности,9,1201,15
1,1,cheque_№-4739865252,2025-04-18 05:21:58,Набор посуды для кухни,Кухонные принадлежности,10,884,5
1,1,cheque_№-1515086325,2025-03-12 11:30:12,Средство для дезинфекции,Бытовая химия,8,4821,5
1,1,cheque_№-1206186750,2025-05-14 04:39:46,Средство для ухода за полами,Инструмент,7,4699,5
1,1,cheque_№-4881276388,2025-01-06 19:03:38,Набор отверток,Инструмент,4,1413,5
1,1,cheque_№-1390269551,2025-01-14 20:23:39,Щётка для чистки,Кухонные принадлежности,8,1719,20
1,1,cheque_№-0534648602,2025-03-13 06:15:15,Полироль для мебели,Кухонные принадлежности,6,4525,20
1,1,cheque_№-9918992751,2025-05-02 22:00:53,Набор отверток,Инструмент,9,157,0
1,1,cheque_№-1801887786,2025-02-05 21:45:02,Щётка для чистки,Инструмент,5,3099,10
1,1,cheque_№-9466303499,2025-04-28 11:00:14,Набор губок для мытья посуды,Кухонные принадлежности,2,2432,10
1,1,cheque_№-0163100822,2025-05-02 18:45:41,Экологичный стиральный порошок,Инструмент,5,1551,10
1,1,cheque_№-5315988586,2025-01-16 04:32:05,Полироль для мебели,Инструмент,9,2748,15
1,1,cheque_№-0931565593,2025-06-06 18:11:28,Средство для очистки канализационных труб,Бытовая химия,9,1189,10
1,1,cheque_№-6767773936,2025-01-26 06:28:29,Набор кухоных ножей,Кухонные принадлежности,8,210,15
1,1,cheque_№-2345530225,2025-06-15 01:16:55,Набор посуды для кухни,Кухонные принадлежности,2,1483,15
1,1,cheque_№-2226164378,2025-01-11 20:28:57,Ароматизатор воздуха,Инструмент,10,3556,20
1,1,cheque_№-4056933938,2025-05-01 08:07:59,Набор кухоных ножей,Кухонные принадлежности,2,2801,10
1,1,cheque_№-9343020756,2025-03-27 01:50:34,Набор инструментов для мелкого ремонта,Бытовая химия,10,4561,5
1,1,cheque_№-2292292224,2025-04-08 06:40:18,Набор инструментов для мелкого ремонта,Бытовая химия,6,4338,15
1,1,cheque_№-9639525753,2025-03-14 16:49:44,Экологичный стиральный порошок,Бытовая химия,7,688,15
1,1,cheque_№-7419719508,2025-01-11 23:08:21,Щётка для чистки,Кухонные принадлежности,4,1876,10
1,1,cheque_№-0968099115,2025-05-25 16:13:23,Экологичный стиральный порошок,Кухонные принадлежности,7,4535,15
1,1,cheque_№-2061072458,2025-02-01 19:12:09,Средство для удаления пятен,Кухонные принадлежности,8,3296,15
1,1,cheque_№-4417249035,2025-02-03 15:50:30,Средство для дезинфекции,Инструмент,8,3747,0
1,1,cheque_№-0385610043,2025-03-20 12:54:03,Экологичный стиральный порошок,Бытовая химия,3,2653,20
