shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
6,3,cheque_№-6100104244,2025-04-07 10:11:00,Набор инструментов для мелкого ремонта,Инструмент,4,2972,0
6,3,cheque_№-2313462358,2025-03-28 10:45:47,Набор отверток,Бытовая химия,10,3654,10
6,3,cheque_№-4892992427,2025-05-10 17:00:14,Средство для дезинфекции,Инструмент,4,4974,15
6,3,cheque_№-6323104593,2025-05-04 13:54:07,Шуруповерт,Кухонные принадлежности,3,480,0
6,3,cheque_№-1885773959,2025-02-02 12:50:06,Набор посуды для кухни,Бытовая химия,3,3750,10
6,3,cheque_№-7273501742,2025-05-06 09:25:56,Средство для удаления пятен,Бытовая химия,5,4637,0
6,3,cheque_№-4546358141,2025-01-10 02:42:17,Средство для удаления пятен,Инструмент,7,941,5
6,3,cheque_№-2940142583,2025-05-30 07:01:42,Набор посуды для кухни,Кухонные принадлежности,5,179,15
6,3,cheque_№-5963765553,2025-03-03 16:22:30,Полироль для мебели,Инструмент,6,3875,20
6,3,cheque_№-1889668611,2025-01-26 07:42:17,Набор кухоных ножей,Кухонные принадлежности,7,923,5
6,3,cheque_№-8342728975,2025-02-09 17:53:30,Средство для ухода за полами,Инструмент,2,3143,15
6,3,cheque_№-4845601420,2025-03-08 10:58:54,Щётка для чистки,Инструмент,4,2132,5
6,3,cheque_№-7204487126,2025-05-30 21:02:13,Средство для ухода за стеклом,Кухонные принадлежности,10,1297,0
6,3,cheque_№-1009993642,2025-01-26 13:24:27,Средство для дезинфекции,Кухонные принадлежности,2,3871,15
6,3,cheque_№-7314146292,2025-05-03 00:33:43,Набор посуды для кухни,Бытовая химия,1,3964,15
6,3,cheque_№-4601601690,2025-03-07 17:14:20,Ароматизатор воздуха,Бытовая химия,10,3555,0
6,3,cheque_№-3149191439,2025-02-07 21:39:36,Средство для удаления пятен,Кухонные принадлежности,8,3219,5
6,3,cheque_№-5178538147,2025-03-31 13:27:00,Щётка для чистки,Кухонные принадлежности,3,2449,10
6,3,cheque_№-5820333021,2025-01-21 15:27:47,Набор отверток,Инструмент,1,3068,10
6,3,cheque_№-4605325389,2025-04-01 10:53:53,Средство для дезинфекции,Кухонные принадлежности,10,3643,10
6,3,cheque_№-6510292129,2025-05-01 15:48:51,Набор отверток,Кухонные принадлежности,5,4732,5
6,3,cheque_№-3090494788,2025-06-11 07:36:04,Салфетка из микрофибры,Кухонные принадлежности,9,159,5
6,3,cheque_№-9457503374,2025-02-25 20:50:12,Шуруповерт,Кухонные принадлежности,7,3701,5
6,3,cheque_№-9357767567,2025-02-12 23:13:31,Средство для дезинфекции,Бытовая химия,2,4039,0
6,3,cheque_№-0920632555,2025-02-20 05:59:23,Средство для ухода за стеклом,Бытовая химия,2,4278,5
6,3,cheque_№-7582322045,2025-04-22 03:00:03,Набор отверток,Бытовая химия,8,234,20
6,3,cheque_№-9534116606,2025-06-10 06:03:43,Средство для ухода за полами,Кухонные принадлежности,7,4863,15
6,3,cheque_№-6740569889,2025-01-30 21:33:45,Средство для ухода за стеклом,Кухонные принадлежности,1,3185,10
6,3,cheque_№-1108070408,2025-06-08 04:54:05,Экологичный стиральный порошок,Кухонные принадлежности,2,2230,0
6,3,cheque_№-1906404389,2025-01-24 10:46:10,Средство для дезинфекции,Кухонные принадлежности,9,4049,15
6,3,cheque_№-4800258011,2025-03-06 23:09:02,Набор инструментов для мелкого ремонта,Инструмент,3,2294,15
6,3,cheque_№-0566916658,2025-01-16 08:10:32,Набор губок для мытья посуды,Инструмент,10,969,10
6,3,cheque_№-9627598833,2025-03-04 00:38:08,Набор отверток,Бытовая химия,2,4137,5
6,3,cheque_№-4951426894,2025-03-13 06:55:03,Набор отверток,Инструмент,1,3035,10
6,3,cheque_№-5060341819,2025-04-20 14:16:35,Набор инструментов для мелкого ремонта,Бытовая химия,5,3050,10
6,3,cheque_№-0094174692,2025-02-06 00:11:26,Набор инструментов для мелкого ремонта,Инструмент,10,2852,0
6,3,cheque_№-3971729735,2025-01-29 10:16:09,Средство для ухода за полами,Бытовая химия,4,3317,0
6,3,cheque_№-8079523042,2025-01-10 21:08:22,Средство для ухода за полами,Инструмент,1,2794,20
6,3,cheque_№-0623909456,2025-03-25 19:17:53,Ароматизатор воздуха,Кухонные принадлежности,1,1419,20
6,3,cheque_№-7810426143,2025-01-12 17:34:29,Ароматизатор воздуха,Кухонные принадлежности,8,4889,20
6,3,cheque_№-8548620513,2025-02-09 22:20:28,Экологичный стиральный порошок,Бытовая химия,10,576,5
6,3,cheque_№-3251453077,2025-01-24 02:15:52,Полироль для мебели,Кухонные принадлежности,9,3772,5
6,3,cheque_№-1707545240,2025-04-03 01:53:18,Шуруповерт,Бытовая химия,1,3646,5
