shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
3,3,cheque_№-0822013392,2025-06-11 22:59:50,Салфетка из микрофибры,Бытовая химия,4,4334,20
3,3,cheque_№-5469481337,2025-06-17 11:17:58,Экологичный стиральный порошок,Инструмент,4,2720,20
3,3,cheque_№-6707924791,2025-03-15 13:22:14,Экологичный стиральный порошок,Инструмент,9,880,20
3,3,cheque_№-1064167516,2025-01-29 13:40:50,Ароматизатор воздуха,Кухонные принадлежности,8,3839,0
3,3,cheque_№-7498519244,2025-03-20 19:57:40,Набор инструментов для мелкого ремонта,Кухонные принадлежности,1,2180,15
3,3,cheque_№-3664667624,2025-05-21 20:04:40,Полироль для мебели,Кухонные принадлежности,3,1569,0
3,3,cheque_№-9493890645,2025-02-27 12:15:09,Средство для ухода за стеклом,Инструмент,1,653,20
3,3,cheque_№-3714880001,2025-01-14 07:13:31,Ароматизатор воздуха,Бытовая химия,4,178,0
3,3,cheque_№-7266802122,2025-03-20 07:54:47,Набор губок для мытья посуды,Кухонные принадлежности,10,2863,20
3,3,cheque_№-8158431624,2025-03-14 10:33:59,Средство для очистки канализационных труб,Кухонные принадлежности,7,2608,10
3,3,cheque_№-8492965291,2025-03-22 10:46:46,Набор посуды для кухни,Бытовая химия,8,100,0
3,3,cheque_№-5796412801,2025-01-17 20:27:33,Экологичный стиральный порошок,Инструмент,8,2462,15
3,3,cheque_№-4307634745,2025-01-29 15:31:36,Средство для очистки канализационных труб,Бытовая химия,5,4727,15
3,3,cheque_№-6492317787,2025-03-10 14:31:16,Средство для очистки канализационных труб,Бытовая химия,7,4263,10
3,3,cheque_№-8870181558,2025-04-10 11:58:37,Набор кухоных ножей,Кухонные принадлежности,6,2443,5
3,3,cheque_№-2322388892,2025-02-08 04:28:57,Полироль для мебели,Кухонные принадлежности,7,2048,15
3,3,cheque_№-8391161948,2025-05-09 04:59:56,Средство для ухода за стеклом,Инструмент,6,2785,20
3,3,cheque_№-4648723425,2025-03-31 17:10:29,Шуруповерт,Инструмент,6,303,20
3,3,cheque_№-3967531877,2025-06-15 12:42:14,Шуруповерт,Бытовая химия,1,4050,10
3,3,cheque_№-9930492435,2025-04-23 01:54:17,Шуруповерт,Кухонные принадлежности,6,1324,10
3,3,cheque_№-1269398405,2025-03-09 17:30:52,Ароматизатор воздуха,Бытовая химия,4,2450,10
3,3,cheque_№-8325842322,2025-04-24 06:50:59,Средство для дезинфекции,Инструмент,2,3348,20
3,3,cheque_№-4468547243,2025-03-06 07:12:09,Полироль для мебели,Бытовая химия,6,4528,10
3,3,cheque_№-1672215533,2025-04-15 15:50:45,Средство для дезинфекции,Бытовая химия,5,155,10
3,3,cheque_№-8991108228,2025-03-29 23:45:49,Ароматизатор воздуха,Инструмент,10,1503,5
3,3,cheque_№-2798158550,2025-05-18 08:57:34,Средство для ухода за полами,Кухонные принадлежности,7,2484,20
3,3,cheque_№-4355052870,2025-02-25 12:57:56,Щётка для чистки,Кухонные принадлежности,10,4052,0
3,3,cheque_№-9026742252,2025-04-28 23:11:46,Шуруповерт,Бытовая химия,9,4346,5
3,3,cheque_№-6192343515,2025-03-26 08:24:10,Набор кухоных ножей,Инструмент,7,1761,20
3,3,cheque_№-2601094527,2025-01-29 23:22:37,Набор кухоных ножей,Кухонные принадлежности,3,1493,0
3,3,cheque_№-6448391645,2025-02-27 13:40:57,Шуруповерт,Инструмент,1,3542,0
3,3,cheque_№-3829419966,2025-03-07 08:53:22,Набор посуды для кухни,Кухонные принадлежности,9,4934,5
3,3,cheque_№-9874584026,2025-03-23 04:01:10,Полироль для мебели,Кухонные принадлежности,5,264,20
3,3,cheque_№-4941704616,2025-01-17 11:39:37,Полироль для мебели,Инструмент,2,2197,10
3,3,cheque_№-6040857141,2025-01-30 20:57:31,Шуруповерт,Кухонные принадлежности,7,971,5
3,3,cheque_№-2418793619,2025-03-28 10:40:43,Набор отверток,Кухонные принадлежности,4,4992,0
