shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
4,2,cheque_№-8329304627,2025-05-23 19:12:18,Салфетка из микрофибры,Бытовая химия,10,446,0
4,2,cheque_№-1981546136,2025-02-11 22:02:50,Набор кухоных ножей,Кухонные принадлежности,6,1057,20
4,2,cheque_№-6472265991,2025-04-04 14:47:54,Полироль для мебели,Бытовая химия,10,1830,0
4,2,cheque_№-0346419201,2025-01-02 16:54:52,Салфетка из микрофибры,Бытовая химия,1,3204,20
4,2,cheque_№-2808734516,2025-01-22 23:07:42,Набор посуды для кухни,Инструмент,7,2384,15
4,2,cheque_№-2877953319,2025-04-08 04:55:40,Набор губок для мытья посуды,Кухонные принадлежности,5,1130,10
4,2,cheque_№-8723657428,2025-05-02 14:41:13,Средство для ухода за стеклом,Инструмент,8,2528,0
4,2,cheque_№-1527528907,2025-05-24 14:29:33,Набор губок для мытья посуды,Инструмент,2,4677,15
4,2,cheque_№-1520905917,2025-04-10 04:41:57,Ароматизатор воздуха,Бытовая химия,1,4107,0
4,2,cheque_№-3277330330,2025-01-29 10:36:39,Полироль для мебели,Бытовая химия,2,928,0
4,2,cheque_№-8335518790,2025-05-20 13:42:45,Полироль для мебели,Кухонные принадлежности,7,3403,5
4,2,cheque_№-1650425398,2025-02-11 12:46:15,Экологичный стиральный порошок,Бытовая химия,5,2629,0
4,2,cheque_№-8948908030,2025-05-10 17:09:40,Средство для ухода за полами,Кухонные принадлежности,9,3356,5
4,2,cheque_№-0879840170,2025-02-27 09:57:13,Средство для очистки канализационных труб,Инструмент,2,1311,15
4,2,cheque_№-2206219733,2025-01-17 10:26:14,Средство для удаления пятен,Кухонные принадлежности,9,4602,10
4,2,cheque_№-2856301750,2025-05-10 03:50:43,Экологичный стиральный порошок,Бытовая химия,8,2195,5
4,2,cheque_№-5018782776,2025-03-25 21:13:29,Щётка для чистки,Кухонные принадлежности,1,1930,0
4,2,cheque_№-3130390529,2025-06-03 05:23:03,Средство для очистки канализационных труб,Инструмент,8,133,10
4,2,cheque_№-6138208735,2025-04-11 05:36:33,Набор губок для мытья посуды,Бытовая химия,1,2902,5
4,2,cheque_№-2161432609,2025-02-17 05:53:53,Ароматизатор воздуха,Инструмент,2,3740,20
4,2,cheque_№-0393076349,2025-04-21 11:41:01,Щётка для чистки,Бытовая химия,7,2952,0
4,2,cheque_№-1979908896,2025-05-19 10:00:14,Средство для удаления пятен,Кухонные принадлежности,9,404,10
4,2,cheque_№-5289497703,2025-01-01 09:18:20,Средство для очистки канализационных труб,Бытовая химия,8,4944,10
4,2,cheque_№-1380477062,2025-01-11 23:00:45,Набор кухоных ножей,Бытовая химия,7,4474,0
4,2,cheque_№-9495526623,2025-06-17 19:04:39,Щётка для чистки,Кухонные принадлежности,8,2895,10
4,2,cheque_№-4349806299,2025-01-15 06:10:36,Средство для дезинфекции,Кухонные принадлежности,5,1000,20
4,2,cheque_№-4324399649,2025-01-09 17:06:59,Набор губок для мытья посуды,Инструмент,7,3446,10
4,2,cheque_№-1370640126,2025-06-05 04:57:45,Шуруповерт,Кухонные принадлежности,1,3356,20
4,2,cheque_№-1236804033,2025-01-04 01:59:19,Экологичный стиральный порошок,Инструмент,4,2568,0
4,2,cheque_№-7531630119,2025-01-17 05:56:09,Набор отверток,Кухонные принадлежности,10,544,15
4,2,cheque_№-5398823675,2025-05-10 07:08:18,Средство для дезинфекции,Бытовая химия,8,3018,0
