shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
5,2,cheque_№-5412497346,2025-03-14 21:03:10,Набор отверток,Инструмент,3,1213,5
5,2,cheque_№-0204107431,2025-04-12 04:00:03,Набор губок для мытья посуды,Инструмент,6,1599,15
5,2,cheque_№-2991638616,2025-04-17 19:00:11,Экологичный стиральный порошок,Кухонные принадлежности,9,3701,20
5,2,cheque_№-7169492949,2025-02-22 16:56:24,Полироль для мебели,Бытовая химия,7,2512,5
5,2,cheque_№-9904137912,2025-01-26 21:38:58,Средство для очистки канализационных труб,Кухонные принадлежности,1,2832,10
5,2,cheque_№-0355432355,2025-06-12 11:09:27,Полироль для мебели,Кухонные принадлежности,6,4893,0
5,2,cheque_№-3658273887,2025-03-01 20:32:05,Набор губок для мытья посуды,Кухонные принадлежности,8,4711,10
5,2,cheque_№-3532738217,2025-04-19 18:41:08,Набор губок для мытья посуды,Бытовая химия,1,2787,5
5,2,cheque_№-6019125919,2025-01-05 00:53:36,Набор инструментов для мелкого ремонта,Кухонные принадлежности,3,3817,10
5,2,cheque_№-2018419144,2025-06-16 11:25:56,Набор кухоных ножей,Кухонные принадлежности,5,1892,15
5,2,cheque_№-8172051259,2025-04-17 21:06:32,Набор отверток,Инструмент,4,4050,20
5,2,cheque_№-0423911002,2025-01-30 05:25:16,Набор отверток,Инструмент,10,1637,15
5,2,cheque_№-6219386643,2025-03-12 00:17:14,Набор кухоных ножей,Инструмент,4,2806,20
5,2,cheque_№-5418276780,2025-01-30 06:14:27,Салфетка из микрофибры,Инструмент,7,596,0
5,2,cheque_№-5132545973,2025-03-13 17:57:43,Средство для очистки канализационных труб,Кухонные принадлежности,3,3118,15
5,2,cheque_№-4306550957,2025-05-07 01:40:51,Щётка для чистки,Кухонные принадлежности,9,3485,0
5,2,cheque_№-3184092031,2025-02-05 00:29:36,Средство для ухода за стеклом,Кухонные принадлежности,9,3259,15
5,2,cheque_№-0560860347,2025-05-16 17:39:45,Средство для ухода за стеклом,Кухонные принадлежности,9,719,0
5,2,cheque_№-8469079540,2025-05-18 13:37:41,Средство для ухода за стеклом,Бытовая химия,10,746,10
5,2,cheque_№-5210578224,2025-06-15 18:20:26,Средство для ухода за стеклом,Инструмент,8,4873,20
5,2,cheque_№-4123009009,2025-05-06 07:46:23,Полироль для мебели,Кухонные принадлежности,5,515,0
5,2,cheque_№-6332229262,2025-01-31 00:20:09,Экологичный стиральный порошок,Инструмент,6,3524,20
5,2,cheque_№-0748114908,2025-01-30 10:17:08,Набор инструментов для мелкого ремонта,Бытовая химия,1,1584,10
5,2,cheque_№-1458135566,2025-03-22 11:56:17,Ароматизатор воздуха,Инструмент,1,284,5
5,2,cheque_№-2668781213,2025-04-21 15:39:44,Ароматизатор воздуха,Инструмент,5,1563,10
5,2,cheque_№-3240905973,2025-05-12 23:51:40,Экологичный стиральный порошок,Бытовая химия,2,1833,10
5,2,cheque_№-4403520235,2025-02-11 23:03:49,Шуруповерт,Кухонные принадлежности,8,1670,5
5,2,cheque_№-6475538438,2025-01-27 06:51:46,Набор инструментов для мелкого ремонта,Инструмент,8,3234,20
5,2,cheque_№-1849331892,2025-05-15 08:55:06,Средство для дезинфекции,Бытовая химия,6,3748,5
5,2,cheque_№-6537334472,2025-01-30 14:09:13,Средство для дезинфекции,Бытовая химия,6,752,15
5,2,cheque_№-8634972713,2025-05-22 14:26:40,Средство для дезинфекции,Кухонные принадлежности,4,235,10
5,2,cheque_№-6478529271,2025-03-28 21:33:21,Средство для очистки канализационных труб,Бытовая химия,6,2028,15
5,2,cheque_№-1123204326,2025-02-07 05:15:32,Средство для удаления пятен,Инструмент,3,2636,15
5,2,cheque_№-0254570377,2025-06-19 03:22:10,Салфетка из микрофибры,Бытовая химия,1,656,5
5,2,cheque_№-5383118706,2025-04-28 18:57:05,Набор губок для мытья посуды,Бытовая химия,10,1266,15
5,2,cheque_№-7086658489,2025-03-09 14:20:35,Салфетка из микрофибры,Кухонные принадлежности,10,2429,15
5,2,cheque_№-7924548578,2025-04-27 09:05:04,Набор инструментов для мелкого ремонта,Кухонные принадлежности,6,236,0
5,2,cheque_№-6799394643,2025-04-18 02:59:10,Полироль для мебели,Кухонные принадлежности,10,2580,0
5,2,cheque_№-1923181450,2025-04-02 23:42:01,Средство для ухода за полами,Кухонные принадлежности,5,3822,20
5,2,cheque_№-3890758814,2025-02-13 19:07:45,Набор отверток,Кухонные принадлежности,7,1286,10
