shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
3,1,cheque_№-1333545774,2025-06-19 02:32:04,Ароматизатор воздуха,Кухонные принадлежности,9,1442,20
3,1,cheque_№-0976414826,2025-03-14 23:44:08,Экологичный стиральный порошок,Бытовая химия,5,3973,15
3,1,cheque_№-8161590257,2025-05-23 05:23:25,Средство для очистки канализационных труб,Инструмент,7,4919,10
3,1,cheque_№-2894089630,2025-03-02 13:11:02,Щётка для чистки,Бытовая химия,8,3643,0
3,1,cheque_№-0441340445,2025-04-14 04:35:22,Средство для удаления пятен,Кухонные принадлежности,9,1975,5
3,1,cheque_№-4677504543,2025-02-20 03:40:21,Набор инструментов для мелкого ремонта,Кухонные принадлежности,2,2358,15
3,1,cheque_№-6840402210,2025-05-21 02:06:20,Набор кухоных ножей,Кухонные принадлежности,5,3043,5
3,1,cheque_№-4374815225,2025-01-31 18:13:09,Средство для дезинфекции,Кухонные принадлежности,3,4300,20
3,1,cheque_№-4616028327,2025-02-06 22:01:38,Средство для ухода за стеклом,Инструмент,5,1920,0
3,1,cheque_№-5973491404,2025-02-02 01:43:59,Средство для дезинфекции,Кухонные принадлежности,4,685,5
3,1,cheque_№-0523815054,2025-01-18 15:33:25,Набор кухоных ножей,Кухонные принадлежности,1,3880,5
3,1,cheque_№-5235732985,2025-01-06 15:48:41,Средство для очистки канализационных труб,Кухонные принадлежности,7,4945,10
3,1,cheque_№-2079353680,2025-03-03 11:24:55,Средство для дезинфекции,Бытовая химия,3,4098,15
3,1,cheque_№-6521368514,2025-04-20 17:44:01,Ароматизатор воздуха,Кухонные принадлежности,5,4082,20
3,1,cheque_№-0696700968,2025-03-07 06:27:28,Шуруповерт,Кухонные принадлежности,5,978,5
3,1,cheque_№-0495904688,2025-04-17 16:18:10,Набор кухоных ножей,Инструмент,9,1607,5
3,1,cheque_№-0338106734,2025-06-18 22:11:18,Набор губок для мытья посуды,Бытовая химия,7,685,0
3,1,cheque_№-8653503408,2025-06-16 18:36:25,Набор отверток,Кухонные принадлежности,8,4638,5
3,1,cheque_№-0051430397,2025-06-12 04:32:05,Ароматизатор воздуха,Инструмент,7,3086,20
3,1,cheque_№-2513760703,2025-02-13 07:28:33,Шуруповерт,Кухонные принадлежности,8,2047,5
3,1,cheque_№-6569278793,2025-01-19 10:19:12,Средство для дезинфекции,Бытовая химия,6,1293,20
3,1,cheque_№-1063978133,2025-02-07 09:19:53,Набор губок для мытья посуды,Инструмент,2,177,5
3,1,cheque_№-0249121485,2025-05-11 08:41:37,Средство для ухода за стеклом,Бытовая химия,7,2592,15
3,1,cheque_№-4654323096,2025-05-30 02:21:12,Экологичный стиральный порошок,Бытовая химия,4,4340,5
3,1,cheque_№-2606110186,2025-02-23 13:15:52,Шуруповерт,Инструмент,9,1982,20
3,1,cheque_№-9427303297,2025-04-24 14:50:18,Шуруповерт,Инструмент,7,4584,15
3,1,cheque_№-1620408728,2025-03-14 06:29:46,Ароматизатор воздуха,Бытовая химия,2,2408,0
3,1,cheque_№-6278147419,2025-03-04 20:18:14,Средство для ухода за полами,Кухонные принадлежности,5,4662,20
