shop_num,cash_num,cheque_id,date,product,category,quantity,price,discount_perc
5,1,cheque_№-1605218857,2025-02-03 17:16:22,Набор посуды для кухни,Кухонные принадлежности,4,297,10
5,1,cheque_№-4560438954,2025-05-04 05:24:48,Набор кухоных ножей,Бытовая химия,10,2552,5
5,1,cheque_№-8747110794,2025-02-13 03:12:50,Набор инструментов для мелкого ремонта,Бытовая химия,10,1966,20
5,1,cheque_№-9882383718,2025-02-07 21:13:43,Щётка для чистки,Бытовая химия,8,3288,20
5,1,cheque_№-4154816345,2025-02-06 09:55:37,Полироль для мебели,Кухонные принадлежности,10,2397,10
5,1,cheque_№-6192001518,2025-05-03 08:11:00,Экологичный стиральный порошок,Бытовая химия,10,2923,5
5,1,cheque_№-4152301351,2025-06-04 04:36:23,Средство для ухода за стеклом,Бытовая химия,10,3476,20
5,1,cheque_№-9882887732,2025-01-20 12:11:44,Набор отверток,Бытовая химия,8,1639,0
5,1,cheque_№-6519742297,2025-06-12 16:37:58,Набор губок для мытья посуды,Кухонные принадлежности,6,1039,10
5,1,cheque_№-6199485083,2025-06-13 20:22:13,Средство для ухода за полами,Бытовая химия,3,2810,15
5,1,cheque_№-3953225886,2025-03-20 14:02:44,Набор посуды для кухни,Бытовая химия,10,3198,20
5,1,cheque_№-2210999869,2025-03-05 06:08:08,Набор посуды для кухни,Кухонные принадлежности,6,1110,10
5,1,cheque_№-8112302112,2025-01-13 12:06:07,Шуруповерт,Инструмент,6,2928,0
5,1,cheque_№-7143903338,2025-04-06 01:49:34,Средство для дезинфекции,Бытовая химия,8,612,5
5,1,cheque_№-5707898483,2025-03-18 01:03:50,Шуруповерт,Инструмент,4,859,5
5,1,cheque_№-3750588033,2025-01-23 20:09:14,Набор губок для мытья посуды,Инструмент,6,688,0
5,1,cheque_№-8807798929,2025-06-07 11:50:01,Полироль для мебели,Бытовая химия,10,3532,0
5,1,cheque_№-5887476583,2025-04-23 19:46:14,Набор отверток,Инструмент,10,1142,10
5,1,cheque_№-5047589085,2025-05-23 13:37:13,Средство для дезинфекции,Инструмент,7,2087,20
5,1,cheque_№-2839118287,2025-05-23 21:06:36,Средство для очистки канализационных труб,Бытовая химия,7,4988,5
5,1,cheque_№-2961621154,2025-01-24 19:32:57,Экологичный стиральный порошок,Кухонные принадлежности,4,1656,0
5,1,cheque_№-6566440610,2025-03-08 13:28:35,Полироль для мебели,Бытовая химия,5,2425,5
5,1,cheque_№-5772989315,2025-03-24 18:36:42,Набор кухоных ножей,Инструмент,4,2392,20
5,1,cheque_№-1494144258,2025-04-21 19:34:31,Набор кухоных ножей,Бытовая химия,5,4158,15
5,1,cheque_№-4317291124,2025-05-28 16:10:22,Средство для удаления пятен,Инструмент,5,2376,20
5,1,cheque_№-1958690317,2025-04-24 18:57:15,Средство для удаления пятен,Кухонные принадлежности,2,2687,0
5,1,cheque_№-7018191113,2025-05-24 13:57:43,Салфетка из микрофибры,Кухонные принадлежности,7,236,10
5,1,cheque_№-9636503906,2025-03-13 10:45:20,Шуруповерт,Кухонные принадлежности,6,2233,20
5,1,cheque_№-3608192878,2025-03-08 14:59:48,Салфетка из микрофибры,Бытовая химия,6,415,5
5,1,cheque_№-5498738971,2025-04-25 21:20:53,Экологичный стиральный порошок,Бытовая химия,3,570,5
5,1,cheque_№-4415833206,2025-05-29 07:17:26,Набор кухоных ножей,Бытовая химия,1,2071,15
